company_id,type,rule_id,text,confidence_pct
INDUSINDBK,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80.35
INDUSINDBK,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
INFY,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,79.39
INFY,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,87.0
INFY,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
INFY,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,72.1
INFY,con,CON_FALLBACK,No primary risk signal crossed the defined Con-rule thresholds in the available financial data,61.0
IOC,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,80.6
IOC,con,CON_05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,79.54
IOC,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,73.03
IRCTC,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,84.4
IRCTC,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,81.08
IRCTC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,78.78
IRCTC,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
IRCTC,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,75.11
IRCTC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,74.03
IRCTC,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,90.0
IRCTC,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,82.73
IRFC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
IRFC,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,70.82
IRFC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70.5
IRFC,con,CON_06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,73.6
IRFC,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,91.35
IRFC,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
ITC,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,74.82
ITC,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,91.96
ITC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,80.46
ITC,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
ITC,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,72.26
ITC,con,CON_FALLBACK,No primary risk signal crossed the defined Con-rule thresholds in the available financial data,61.0
JINDALSTEL,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,86.8
JINDALSTEL,con,CON_05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,76.0
JIOFIN,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
JIOFIN,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,71.09
JIOFIN,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,100.0
JSWENERGY,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,74.95
JSWENERGY,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,92.14
JSWENERGY,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,76.31
JSWENERGY,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,77.05
JSWENERGY,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,84.23
JSWSTEEL,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,89.38
JSWSTEEL,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,73.35
JSWSTEEL,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,70.94
JSWSTEEL,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,70.26
KOTAKBANK,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,74.59
KOTAKBANK,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
KOTAKBANK,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,71.26
KOTAKBANK,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,75.22
KOTAKBANK,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,72.16
KOTAKBANK,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,77.4
KOTAKBANK,con,CON_06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,76.6
KOTAKBANK,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80.7
KOTAKBANK,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
LICI,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,86.38
LICI,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,71.15
LICI,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,100.0
LICI,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,71.77
LICI,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
LICI,con,CON_FALLBACK,No primary risk signal crossed the defined Con-rule thresholds in the available financial data,61.0
LODHA,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,86.18
LODHA,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,73.08
LODHA,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,77.61
LODHA,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,72.05
LODHA,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,77.67
LODHA,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,95.85
LODHA,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,73.24
LT,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100.0
LT,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,84.7
LT,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,72.63
LTIM,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,72.9
LTIM,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,77.16
LTIM,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,82.83
LTIM,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,74.65
LTIM,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,86.36
LTIM,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,72.43
LTIM,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,72.77
M&M,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100.0
M&M,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,76.27
MARUTI,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,72.18
MARUTI,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
MARUTI,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,73.86
MARUTI,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.89
MARUTI,con,CON_FALLBACK,No primary risk signal crossed the defined Con-rule thresholds in the available financial data,61.0
MOTHERSON,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,80.06
MOTHERSON,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,76.08
MOTHERSON,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,70.18
MOTHERSON,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,79.57
MOTHERSON,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,83.59
MOTHERSON,con,CON_FALLBACK,No primary risk signal crossed the defined Con-rule thresholds in the available financial data,61.0
NAUKRI,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,75.78
NAUKRI,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,70.2
NAUKRI,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,73.21
NAUKRI,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
NAUKRI,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,72.29
NAUKRI,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,100.0
NESTLEIND,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100.0
NESTLEIND,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.38
NESTLEIND,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
NESTLEIND,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,71.85
NESTLEIND,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,71.61
NESTLEIND,con,CON_FALLBACK,No primary risk signal crossed the defined Con-rule thresholds in the available financial data,61.0
NHPC,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,83.9
NHPC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,96.75
NHPC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,71.07
NHPC,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,72.6
NHPC,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,81.65
NHPC,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,95.25
NHPC,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,75.64
NTPC,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,91.89
NTPC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,73.18
NTPC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,72.46
NTPC,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,74.87
ONGC,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,86.11
ONGC,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,79.87
ONGC,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,84.67
ONGC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,89.2
ONGC,con,CON_FALLBACK,No primary risk signal crossed the defined Con-rule thresholds in the available financial data,61.0
PFC,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,75.17
PFC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,81.44
PFC,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,74.41
PFC,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,78.81
PFC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,84.85
PFC,con,CON_06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,88.4
PFC,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,70.2
PFC,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
PIDILITIND,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,79.23
PIDILITIND,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
PIDILITIND,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,90.0
PIDILITIND,con,CON_FALLBACK,No primary risk signal crossed the defined Con-rule thresholds in the available financial data,61.0
PNB,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,80.67
PNB,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,71.16
PNB,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,100.0
PNB,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100.0
PNB,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
PNB,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,100.0
POWERGRID,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,86.0
POWERGRID,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
POWERGRID,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,71.09
POWERGRID,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,73.33
POWERGRID,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,71.05
RECLTD,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
RECLTD,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,74.52
RECLTD,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,79.57
RECLTD,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,83.07
RECLTD,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,90.0
RECLTD,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
RELIANCE,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,88.44
RELIANCE,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,72.21
RELIANCE,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.41
RELIANCE,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,71.95
SBILIFE,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,88.04
SBILIFE,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,79.32
SBILIFE,con,CON_FALLBACK,No primary risk signal crossed the defined Con-rule thresholds in the available financial data,61.0
SBIN,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,78.64
SBIN,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,84.46
SBIN,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,86.92
SBIN,con,CON_06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,93.2
SBIN,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,89.2
SHREECEM,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,79.23
SHREECEM,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,81.15
SHREECEM,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,71.2
SHREECEM,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70.71
SHREECEM,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,77.47
SHREECEM,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,75.71
SHRIRAMFIN,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,74.21
SHRIRAMFIN,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,73.64
SHRIRAMFIN,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,80.35
SHRIRAMFIN,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,75.11
SHRIRAMFIN,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,81.14
SHRIRAMFIN,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,90.0
SHRIRAMFIN,con,CON_06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,84.6
SHRIRAMFIN,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
SIEMENS,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,77.97
SIEMENS,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
SIEMENS,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,71.69
SIEMENS,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,74.64
SIEMENS,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,77.18
SIEMENS,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,78.66
SIEMENS,con,CON_FALLBACK,No primary risk signal crossed the defined Con-rule thresholds in the available financial data,61.0
SUNPHARMA,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,83.57
SUNPHARMA,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,72.95
SUNPHARMA,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,71.65
SUNPHARMA,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
SUNPHARMA,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,71.88
SUNPHARMA,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,78.52
SUNPHARMA,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,82.74
SUNPHARMA,con,CON_FALLBACK,No primary risk signal crossed the defined Con-rule thresholds in the available financial data,61.0
TATACONSUM,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,83.28
TATACONSUM,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,70.53
TATACONSUM,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,74.14
TATACONSUM,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,79.45
TATACONSUM,con,CON_FALLBACK,No primary risk signal crossed the defined Con-rule thresholds in the available financial data,61.0
TATAMOTORS,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,76.19
TATAMOTORS,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,71.65
TATAMOTORS,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,90.0
TATAMOTORS,con,CON_FALLBACK,No primary risk signal crossed the defined Con-rule thresholds in the available financial data,61.0
TATAPOWER,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,80.92
TATAPOWER,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,71.86
TATAPOWER,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,77.32
TATAPOWER,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,79.57
TATAPOWER,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80.46
TATAPOWER,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,78.92
TATASTEEL,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,88.55
TATASTEEL,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,76.98
TATASTEEL,con,CON_05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,79.18
TATASTEEL,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,84.9
TCS,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,93.13
TCS,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,94.2
TCS,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,71.81
TCS,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
TCS,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,83.27
TCS,con,CON_FALLBACK,No primary risk signal crossed the defined Con-rule thresholds in the available financial data,61.0
TECHM,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,82.06
TECHM,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,84.73
TECHM,con,CON_FALLBACK,No primary risk signal crossed the defined Con-rule thresholds in the available financial data,61.0
TITAN,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,73.63
TITAN,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,75.94
TITAN,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,71.1
TITAN,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,71.83
TITAN,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,94.23
TITAN,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,88.0
TITAN,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,76.78
TORNTPHARM,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,80.35
TORNTPHARM,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,77.21
TORNTPHARM,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,73.45
TORNTPHARM,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.36
TORNTPHARM,con,CON_FALLBACK,No primary risk signal crossed the defined Con-rule thresholds in the available financial data,61.0
TRENT,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,71.84
TRENT,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,88.94
TRENT,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,100.0
TRENT,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,76.91
TRENT,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,71.46
TRENT,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100.0
TRENT,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,100.0
TRENT,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
TRENT,con,CON_FALLBACK,No primary risk signal crossed the defined Con-rule thresholds in the available financial data,61.0
TVSMOTOR,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,72.87
TVSMOTOR,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,76.48
TVSMOTOR,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,81.43
TVSMOTOR,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.33
TVSMOTOR,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,78.61
TVSMOTOR,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,90.0
